id,time,violation
akn00088,236,"Статья 12.15 часть 4 Выезд в нарушение правил дорожного движения на полосу, предназначенную для встречного движения, при объезде препятствия, либо на трамвайные пути встречного направления, за исключением случаев, предусмотренных частью 3 настоящей статьи"
akn00088,237,"Статья 12.15 часть 4 Выезд в нарушение правил дорожного движения на полосу, предназначенную для встречного движения, при объезде препятствия, либо на трамвайные пути встречного направления, за исключением случаев, предусмотренных частью 3 настоящей статьи"
akn00088,238,"Статья 12.15 часть 4 Выезд в нарушение правил дорожного движения на полосу, предназначенную для встречного движения, при объезде препятствия, либо на трамвайные пути встречного направления, за исключением случаев, предусмотренных частью 3 настоящей статьи"
akn00088,239,"Статья 12.15 часть 4 Выезд в нарушение правил дорожного движения на полосу, предназначенную для встречного движения, при объезде препятствия, либо на трамвайные пути встречного направления, за исключением случаев, предусмотренных частью 3 настоящей статьи"
akn00088,240,"Статья 12.15 часть 4 Выезд в нарушение правил дорожного движения на полосу, предназначенную для встречного движения, при объезде препятствия, либо на трамвайные пути встречного направления, за исключением случаев, предусмотренных частью 3 настоящей статьи"
akn00088,241,"Статья 12.15 часть 4 Выезд в нарушение правил дорожного движения на полосу, предназначенную для встречного движения, при объезде препятствия, либо на трамвайные пути встречного направления, за исключением случаев, предусмотренных частью 3 настоящей статьи"
akn00088,242,"Статья 12.15 часть 4 Выезд в нарушение правил дорожного движения на полосу, предназначенную для встречного движения, при объезде препятствия, либо на трамвайные пути встречного направления, за исключением случаев, предусмотренных частью 3 настоящей статьи"
akn00088,243,"Статья 12.15 часть 4 Выезд в нарушение правил дорожного движения на полосу, предназначенную для встречного движения, при объезде препятствия, либо на трамвайные пути встречного направления, за исключением случаев, предусмотренных частью 3 настоящей статьи"
akn00088,244,"Статья 12.15 часть 4 Выезд в нарушение правил дорожного движения на полосу, предназначенную для встречного движения, при объезде препятствия, либо на трамвайные пути встречного направления, за исключением случаев, предусмотренных частью 3 настоящей статьи"
akn00088,245,"Статья 12.15 часть 4 Выезд в нарушение правил дорожного движения на полосу, предназначенную для встречного движения, при объезде препятствия, либо на трамвайные пути встречного направления, за исключением случаев, предусмотренных частью 3 настоящей статьи"
akn00088,246,"Статья 12.15 часть 4 Выезд в нарушение правил дорожного движения на полосу, предназначенную для встречного движения, при объезде препятствия, либо на трамвайные пути встречного направления, за исключением случаев, предусмотренных частью 3 настоящей статьи"
akn00088,247,"Статья 12.15 часть 4 Выезд в нарушение правил дорожного движения на полосу, предназначенную для встречного движения, при объезде препятствия, либо на трамвайные пути встречного направления, за исключением случаев, предусмотренных частью 3 настоящей статьи"
akn00088,248,"Статья 12.15 часть 4 Выезд в нарушение правил дорожного движения на полосу, предназначенную для встречного движения, при объезде препятствия, либо на трамвайные пути встречного направления, за исключением случаев, предусмотренных частью 3 настоящей статьи"
akn00088,249,"Статья 12.15 часть 4 Выезд в нарушение правил дорожного движения на полосу, предназначенную для встречного движения, при объезде препятствия, либо на трамвайные пути встречного направления, за исключением случаев, предусмотренных частью 3 настоящей статьи"
akn00088,250,"Статья 12.15 часть 4 Выезд в нарушение правил дорожного движения на полосу, предназначенную для встречного движения, при объезде препятствия, либо на трамвайные пути встречного направления, за исключением случаев, предусмотренных частью 3 настоящей статьи"
akn00088,251,"Статья 12.15 часть 4 Выезд в нарушение правил дорожного движения на полосу, предназначенную для встречного движения, при объезде препятствия, либо на трамвайные пути встречного направления, за исключением случаев, предусмотренных частью 3 настоящей статьи"
akn00088,252,"Статья 12.15 часть 4 Выезд в нарушение правил дорожного движения на полосу, предназначенную для встречного движения, при объезде препятствия, либо на трамвайные пути встречного направления, за исключением случаев, предусмотренных частью 3 настоящей статьи"
akn00088,253,"Статья 12.15 часть 4 Выезд в нарушение правил дорожного движения на полосу, предназначенную для встречного движения, при объезде препятствия, либо на трамвайные пути встречного направления, за исключением случаев, предусмотренных частью 3 настоящей статьи"
akn00088,254,"Статья 12.15 часть 4 Выезд в нарушение правил дорожного движения на полосу, предназначенную для встречного движения, при объезде препятствия, либо на трамвайные пути встречного направления, за исключением случаев, предусмотренных частью 3 настоящей статьи"
akn00088,255,"Статья 12.15 часть 4 Выезд в нарушение правил дорожного движения на полосу, предназначенную для встречного движения, при объезде препятствия, либо на трамвайные пути встречного направления, за исключением случаев, предусмотренных частью 3 настоящей статьи"
akn00088,256,"Статья 12.15 часть 4 Выезд в нарушение правил дорожного движения на полосу, предназначенную для встречного движения, при объезде препятствия, либо на трамвайные пути встречного направления, за исключением случаев, предусмотренных частью 3 настоящей статьи"
akn00088,257,"Статья 12.15 часть 4 Выезд в нарушение правил дорожного движения на полосу, предназначенную для встречного движения, при объезде препятствия, либо на трамвайные пути встречного направления, за исключением случаев, предусмотренных частью 3 настоящей статьи"
akn00088,258,"Статья 12.15 часть 4 Выезд в нарушение правил дорожного движения на полосу, предназначенную для встречного движения, при объезде препятствия, либо на трамвайные пути встречного направления, за исключением случаев, предусмотренных частью 3 настоящей статьи"
akn00088,259,"Статья 12.15 часть 4 Выезд в нарушение правил дорожного движения на полосу, предназначенную для встречного движения, при объезде препятствия, либо на трамвайные пути встречного направления, за исключением случаев, предусмотренных частью 3 настоящей статьи"
akn00088,260,"Статья 12.15 часть 4 Выезд в нарушение правил дорожного движения на полосу, предназначенную для встречного движения, при объезде препятствия, либо на трамвайные пути встречного направления, за исключением случаев, предусмотренных частью 3 настоящей статьи"
akn00088,261,"Статья 12.15 часть 4 Выезд в нарушение правил дорожного движения на полосу, предназначенную для встречного движения, при объезде препятствия, либо на трамвайные пути встречного направления, за исключением случаев, предусмотренных частью 3 настоящей статьи"
akn00088,262,"Статья 12.15 часть 4 Выезд в нарушение правил дорожного движения на полосу, предназначенную для встречного движения, при объезде препятствия, либо на трамвайные пути встречного направления, за исключением случаев, предусмотренных частью 3 настоящей статьи"
akn00088,263,nothing
akn00088,264,nothing
akn00088,265,nothing
akn00088,266,nothing
akn00088,267,nothing
akn00088,268,nothing
akn00088,269,nothing
akn00088,270,nothing
akn00088,271,nothing
akn00088,272,nothing
akn00088,273,nothing
akn00088,274,nothing
akn00088,275,nothing
akn00088,276,nothing
akn00088,277,nothing
akn00088,278,nothing
akn00088,279,nothing
akn00088,280,nothing
akn00088,281,nothing
akn00088,282,nothing
akn00088,283,nothing
akn00088,284,nothing
akn00088,285,nothing
akn00088,286,nothing
akn00088,287,nothing
akn00088,288,nothing
akn00088,289,nothing
akn00088,290,nothing
akn00088,291,nothing
akn00088,292,nothing
akn00088,293,nothing
akn00088,294,nothing
akn00088,295,nothing
akn00088,296,nothing
akn00088,297,nothing
akn00088,298,nothing
akn00088,299,nothing
akn00088,300,nothing
akn00080_f9xxm8bv,1,nothing
akn00080_f9xxm8bv,2,nothing
akn00080_f9xxm8bv,3,nothing
akn00080_f9xxm8bv,4,nothing
akn00080_f9xxm8bv,5,nothing
akn00080_f9xxm8bv,6,nothing
akn00080_f9xxm8bv,7,nothing
akn00080_f9xxm8bv,8,nothing
akn00080_f9xxm8bv,9,nothing
akn00080_f9xxm8bv,10,nothing
akn00080_f9xxm8bv,11,nothing
akn00080_f9xxm8bv,12,nothing
akn00080_f9xxm8bv,13,nothing
akn00080_f9xxm8bv,14,nothing
akn00080_f9xxm8bv,15,nothing
akn00080_f9xxm8bv,16,nothing
akn00080_f9xxm8bv,17,nothing
akn00080_f9xxm8bv,18,nothing
akn00080_f9xxm8bv,19,nothing
akn00080_f9xxm8bv,20,nothing
akn00080_f9xxm8bv,21,nothing
akn00080_f9xxm8bv,22,nothing
akn00080_f9xxm8bv,23,nothing
akn00080_f9xxm8bv,24,nothing
akn00080_f9xxm8bv,25,nothing
akn00080_f9xxm8bv,26,nothing
akn00080_f9xxm8bv,27,nothing
akn00080_f9xxm8bv,28,nothing
akn00080_f9xxm8bv,29,nothing
akn00080_f9xxm8bv,30,nothing
akn00080_f9xxm8bv,31,nothing
akn00080_f9xxm8bv,32,nothing
akn00080_f9xxm8bv,33,nothing
akn00080_f9xxm8bv,34,nothing
akn00080_f9xxm8bv,35,nothing
akn00080_f9xxm8bv,36,nothing
akn00080_f9xxm8bv,37,nothing
akn00080_f9xxm8bv,38,nothing
akn00080_f9xxm8bv,39,nothing
akn00080_f9xxm8bv,40,nothing
akn00080_f9xxm8bv,41,nothing
akn00080_f9xxm8bv,42,nothing
akn00080_f9xxm8bv,43,nothing
akn00080_f9xxm8bv,44,nothing
akn00080_f9xxm8bv,45,nothing
akn00080_f9xxm8bv,46,nothing
akn00080_f9xxm8bv,47,nothing
akn00080_f9xxm8bv,48,nothing
akn00080_f9xxm8bv,49,nothing
akn00080_f9xxm8bv,50,nothing
akn00080_f9xxm8bv,51,nothing
akn00080_f9xxm8bv,52,nothing
akn00080_f9xxm8bv,53,nothing
akn00080_f9xxm8bv,54,nothing
akn00080_f9xxm8bv,55,nothing
akn00080_f9xxm8bv,56,nothing
akn00080_f9xxm8bv,57,nothing
akn00080_f9xxm8bv,58,nothing
akn00080_f9xxm8bv,59,nothing
akn00080_f9xxm8bv,60,nothing
akn00080_f9xxm8bv,61,nothing
akn00080_f9xxm8bv,62,nothing
akn00080_f9xxm8bv,63,nothing
akn00080_f9xxm8bv,64,nothing
akn00080_f9xxm8bv,65,nothing
akn00080_f9xxm8bv,66,nothing
akn00080_f9xxm8bv,67,nothing
akn00080_f9xxm8bv,68,nothing
akn00080_f9xxm8bv,69,nothing
akn00080_f9xxm8bv,70,nothing
akn00080_f9xxm8bv,71,nothing
akn00080_f9xxm8bv,72,nothing
akn00080_f9xxm8bv,73,nothing
akn00080_f9xxm8bv,74,nothing
akn00080_f9xxm8bv,75,nothing
akn00080_f9xxm8bv,76,nothing
akn00080_f9xxm8bv,77,nothing
akn00080_f9xxm8bv,78,nothing
akn00080_f9xxm8bv,79,nothing
akn00080_f9xxm8bv,80,nothing
akn00080_f9xxm8bv,81,nothing
akn00080_f9xxm8bv,82,nothing
akn00080_f9xxm8bv,83,nothing
akn00080_f9xxm8bv,84,nothing
akn00080_f9xxm8bv,85,nothing
akn00080_f9xxm8bv,86,nothing
akn00080_f9xxm8bv,87,nothing
akn00080_f9xxm8bv,88,nothing
akn00080_f9xxm8bv,89,nothing
akn00080_f9xxm8bv,90,nothing
akn00080_f9xxm8bv,91,nothing
akn00080_f9xxm8bv,92,nothing
akn00080_f9xxm8bv,93,nothing
akn00080_f9xxm8bv,94,nothing
akn00080_f9xxm8bv,95,nothing
akn00080_f9xxm8bv,96,nothing
akn00080_f9xxm8bv,97,nothing
akn00080_f9xxm8bv,98,nothing
akn00080_f9xxm8bv,99,nothing
akn00080_f9xxm8bv,100,nothing
akn00080_f9xxm8bv,101,nothing
akn00080_f9xxm8bv,102,nothing
akn00080_f9xxm8bv,103,nothing
akn00080_f9xxm8bv,104,nothing
akn00080_f9xxm8bv,105,nothing
akn00080_f9xxm8bv,106,nothing
akn00080_f9xxm8bv,107,nothing
akn00080_f9xxm8bv,108,nothing
akn00080_f9xxm8bv,109,nothing
akn00080_f9xxm8bv,110,nothing
akn00080_f9xxm8bv,111,nothing
akn00080_f9xxm8bv,112,nothing
akn00080_f9xxm8bv,113,nothing
akn00080_f9xxm8bv,114,nothing
akn00080_f9xxm8bv,115,nothing
akn00080_f9xxm8bv,116,nothing
akn00080_f9xxm8bv,117,nothing
akn00080_f9xxm8bv,118,nothing
akn00080_f9xxm8bv,119,nothing
akn00080_f9xxm8bv,120,nothing
akn00080_f9xxm8bv,121,nothing
akn00080_f9xxm8bv,122,nothing
akn00080_f9xxm8bv,123,nothing
akn00080_f9xxm8bv,124,nothing
akn00080_f9xxm8bv,125,nothing
akn00080_f9xxm8bv,126,nothing
akn00080_f9xxm8bv,127,nothing
akn00080_f9xxm8bv,128,nothing
akn00080_f9xxm8bv,129,nothing
akn00080_f9xxm8bv,130,nothing
akn00080_f9xxm8bv,131,nothing
akn00080_f9xxm8bv,132,nothing
akn00080_f9xxm8bv,133,nothing
akn00080_f9xxm8bv,134,nothing
akn00080_f9xxm8bv,135,nothing
akn00080_f9xxm8bv,136,nothing
akn00080_f9xxm8bv,137,nothing
akn00080_f9xxm8bv,138,nothing
akn00080_f9xxm8bv,139,nothing
akn00080_f9xxm8bv,140,nothing
akn00080_f9xxm8bv,141,nothing
akn00080_f9xxm8bv,142,nothing
akn00080_f9xxm8bv,143,nothing
akn00080_f9xxm8bv,144,nothing
akn00080_f9xxm8bv,145,nothing
akn00080_f9xxm8bv,146,nothing
akn00080_f9xxm8bv,147,nothing
akn00080_f9xxm8bv,148,nothing
akn00080_f9xxm8bv,149,nothing
akn00080_f9xxm8bv,150,nothing
akn00080_f9xxm8bv,151,nothing
akn00080_f9xxm8bv,152,nothing
akn00080_f9xxm8bv,153,nothing
akn00080_f9xxm8bv,154,nothing
akn00080_f9xxm8bv,155,nothing
akn00080_f9xxm8bv,156,nothing
akn00080_f9xxm8bv,157,nothing
akn00080_f9xxm8bv,158,nothing
akn00080_f9xxm8bv,159,nothing
akn00080_f9xxm8bv,160,nothing
akn00080_f9xxm8bv,161,nothing
akn00080_f9xxm8bv,162,nothing
akn00080_f9xxm8bv,163,nothing
akn00080_f9xxm8bv,164,nothing
akn00080_f9xxm8bv,165,nothing
akn00080_f9xxm8bv,166,nothing
akn00080_f9xxm8bv,167,nothing
akn00080_f9xxm8bv,168,nothing
akn00080_f9xxm8bv,169,nothing
akn00080_f9xxm8bv,170,nothing
akn00080_f9xxm8bv,171,nothing
akn00080_f9xxm8bv,172,nothing
akn00080_f9xxm8bv,173,nothing
akn00080_f9xxm8bv,174,nothing
akn00080_f9xxm8bv,175,nothing
akn00080_f9xxm8bv,176,nothing
akn00080_f9xxm8bv,177,nothing
akn00080_f9xxm8bv,178,nothing
akn00080_f9xxm8bv,179,nothing
akn00080_f9xxm8bv,180,nothing
akn00080_f9xxm8bv,181,nothing
akn00080_f9xxm8bv,182,nothing
akn00080_f9xxm8bv,183,nothing
akn00080_f9xxm8bv,184,nothing
akn00080_f9xxm8bv,185,nothing
akn00080_f9xxm8bv,186,nothing
akn00080_f9xxm8bv,187,nothing
akn00080_f9xxm8bv,188,nothing
akn00080_f9xxm8bv,189,nothing
akn00080_f9xxm8bv,190,nothing
akn00080_f9xxm8bv,191,nothing
akn00080_f9xxm8bv,192,nothing
akn00080_f9xxm8bv,193,nothing
akn00080_f9xxm8bv,194,nothing
akn00080_f9xxm8bv,195,nothing
akn00080_f9xxm8bv,196,nothing
akn00080_f9xxm8bv,197,nothing
akn00080_f9xxm8bv,198,nothing
akn00080_f9xxm8bv,199,nothing
akn00080_f9xxm8bv,200,nothing
akn00080_f9xxm8bv,201,nothing
akn00080_f9xxm8bv,202,nothing
akn00080_f9xxm8bv,203,nothing
akn00080_f9xxm8bv,204,nothing
akn00080_f9xxm8bv,205,nothing
akn00080_f9xxm8bv,206,nothing
akn00080_f9xxm8bv,207,nothing
akn00080_f9xxm8bv,208,nothing
akn00080_f9xxm8bv,209,nothing
akn00080_f9xxm8bv,210,nothing
akn00080_f9xxm8bv,211,nothing
akn00080_f9xxm8bv,212,nothing
akn00080_f9xxm8bv,213,nothing
akn00080_f9xxm8bv,214,nothing
akn00080_f9xxm8bv,215,nothing
akn00080_f9xxm8bv,216,nothing
akn00080_f9xxm8bv,217,nothing
akn00080_f9xxm8bv,218,nothing
akn00080_f9xxm8bv,219,nothing
akn00080_f9xxm8bv,220,nothing
akn00080_f9xxm8bv,221,nothing
akn00080_f9xxm8bv,222,nothing
akn00080_f9xxm8bv,223,nothing
akn00080_f9xxm8bv,224,nothing
akn00080_f9xxm8bv,225,nothing
akn00080_f9xxm8bv,226,nothing
akn00080_f9xxm8bv,227,nothing
akn00080_f9xxm8bv,228,nothing
akn00080_f9xxm8bv,229,nothing
akn00080_f9xxm8bv,230,nothing
akn00080_f9xxm8bv,231,nothing
akn00080_f9xxm8bv,232,nothing
akn00080_f9xxm8bv,233,nothing
akn00080_f9xxm8bv,234,nothing
akn00080_f9xxm8bv,235,nothing
akn00080_f9xxm8bv,236,nothing
akn00080_f9xxm8bv,237,nothing
akn00080_f9xxm8bv,238,nothing
akn00080_f9xxm8bv,239,nothing
akn00080_f9xxm8bv,240,nothing
akn00080_f9xxm8bv,241,nothing
akn00080_f9xxm8bv,242,nothing
akn00080_f9xxm8bv,243,nothing
akn00080_f9xxm8bv,244,nothing
akn00080_f9xxm8bv,245,nothing
akn00080_f9xxm8bv,246,nothing
akn00080_f9xxm8bv,247,nothing
akn00080_f9xxm8bv,248,nothing
akn00080_f9xxm8bv,249,nothing
akn00080_f9xxm8bv,250,nothing
akn00080_f9xxm8bv,251,nothing
akn00080_f9xxm8bv,252,nothing
akn00080_f9xxm8bv,253,nothing
akn00080_f9xxm8bv,254,nothing
akn00080_f9xxm8bv,255,nothing
akn00080_f9xxm8bv,256,nothing
akn00080_f9xxm8bv,257,nothing
akn00080_f9xxm8bv,258,nothing
akn00080_f9xxm8bv,259,nothing
akn00080_f9xxm8bv,260,nothing
akn00080_f9xxm8bv,261,nothing
akn00080_f9xxm8bv,262,nothing
akn00080_f9xxm8bv,263,nothing
akn00080_f9xxm8bv,264,nothing
akn00080_f9xxm8bv,265,nothing
akn00080_f9xxm8bv,266,nothing
akn00080_f9xxm8bv,267,nothing
akn00080_f9xxm8bv,268,nothing
akn00080_f9xxm8bv,269,nothing
akn00080_f9xxm8bv,270,nothing
akn00080_f9xxm8bv,271,nothing
akn00080_f9xxm8bv,272,nothing
akn00080_f9xxm8bv,273,nothing
akn00080_f9xxm8bv,274,nothing
akn00080_f9xxm8bv,275,nothing
akn00080_f9xxm8bv,276,nothing
akn00080_f9xxm8bv,277,nothing
akn00080_f9xxm8bv,278,nothing
akn00080_f9xxm8bv,279,nothing
akn00080_f9xxm8bv,280,nothing
akn00080_f9xxm8bv,281,nothing
akn00080_f9xxm8bv,282,nothing
akn00080_f9xxm8bv,283,nothing
akn00080_f9xxm8bv,284,nothing
akn00080_f9xxm8bv,285,nothing
akn00080_f9xxm8bv,286,nothing
akn00080_f9xxm8bv,287,nothing
akn00080_f9xxm8bv,288,nothing
akn00080_f9xxm8bv,289,nothing
akn00080_f9xxm8bv,290,nothing
akn00080_f9xxm8bv,291,nothing
akn00080_f9xxm8bv,292,nothing
akn00080_f9xxm8bv,293,nothing
akn00080_f9xxm8bv,294,nothing
akn00080_f9xxm8bv,295,nothing
akn00080_f9xxm8bv,296,nothing
akn00080_f9xxm8bv,297,nothing
akn00080_f9xxm8bv,298,nothing
akn00080_f9xxm8bv,299,nothing
akn00080_f9xxm8bv,300,nothing
akn00036_ixsam22p,1,nothing
akn00036_ixsam22p,2,nothing
akn00036_ixsam22p,3,nothing
akn00036_ixsam22p,4,nothing
akn00036_ixsam22p,5,nothing
akn00036_ixsam22p,6,nothing
akn00036_ixsam22p,7,nothing
akn00036_ixsam22p,8,nothing
akn00036_ixsam22p,9,nothing
akn00036_ixsam22p,10,nothing
akn00036_ixsam22p,11,nothing
akn00036_ixsam22p,12,nothing
akn00036_ixsam22p,13,nothing
akn00036_ixsam22p,14,nothing
akn00036_ixsam22p,15,nothing
akn00036_ixsam22p,16,nothing
akn00036_ixsam22p,17,nothing
akn00036_ixsam22p,18,nothing
akn00036_ixsam22p,19,nothing
akn00036_ixsam22p,20,nothing
akn00036_ixsam22p,21,nothing
akn00036_ixsam22p,22,nothing
akn00036_ixsam22p,23,nothing
akn00036_ixsam22p,24,nothing
akn00036_ixsam22p,25,nothing
akn00036_ixsam22p,26,nothing
akn00036_ixsam22p,27,nothing
akn00036_ixsam22p,28,nothing
akn00036_ixsam22p,29,nothing
akn00036_ixsam22p,30,nothing
akn00036_ixsam22p,31,nothing
akn00036_ixsam22p,32,nothing
akn00036_ixsam22p,33,nothing
akn00036_ixsam22p,34,nothing
akn00036_ixsam22p,35,nothing
akn00036_ixsam22p,36,nothing
akn00036_ixsam22p,37,nothing
akn00036_ixsam22p,38,nothing
akn00036_ixsam22p,39,nothing
akn00036_ixsam22p,40,nothing
akn00036_ixsam22p,41,nothing
akn00036_ixsam22p,42,nothing
akn00036_ixsam22p,43,nothing
akn00036_ixsam22p,44,nothing
akn00036_ixsam22p,45,nothing
akn00036_ixsam22p,46,nothing
akn00036_ixsam22p,47,nothing
akn00036_ixsam22p,48,nothing
akn00036_ixsam22p,49,nothing
akn00036_ixsam22p,50,nothing
akn00036_ixsam22p,51,nothing
akn00036_ixsam22p,52,nothing
akn00036_ixsam22p,53,nothing
akn00036_ixsam22p,54,nothing
akn00036_ixsam22p,55,nothing
akn00036_ixsam22p,56,nothing
akn00036_ixsam22p,57,nothing
akn00036_ixsam22p,58,nothing
akn00036_ixsam22p,59,nothing
akn00036_ixsam22p,60,nothing
akn00036_ixsam22p,61,nothing
akn00036_ixsam22p,62,nothing
akn00036_ixsam22p,63,nothing
akn00036_ixsam22p,64,nothing
akn00036_ixsam22p,65,nothing
akn00036_ixsam22p,66,nothing
